,rc_tuple_animal_id,rc_date,rc_winner,rc_loser,rc_winner_no_ties,rc_loser_no_ties,rc_different_result_as_previous,rc_number_of_switches,processed_cage_number,strain,rc_averaged_winner,rc_averaged_loser,rc_averaged_winner_win_count,rc_averaged_loser_win_count,rc_tie_count,rc_all_match_count_including_ties,rc_averaged_winner_win_count_minus_loser_win_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio
48,"('5.1', '5.2')",2022-10-03,"['5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","[True, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]",3,5,CD1,5.1,5.2,17,2,0,19,15,0.8947368421052632,0.8947368421052632,False,0.0
49,"('5.1', '5.2')",2022-10-04,"['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', 'tie', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,5,CD1,5.2,5.1,18,0,1,19,18,1.0,0.9473684210526315,False,0.05263157894736842
50,"('5.1', '5.3')",2022-10-03,"['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1']","[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False]",2,5,CD1,5.3,5.1,18,1,0,19,17,0.9473684210526315,0.9473684210526315,False,0.0
51,"('5.1', '5.3')",2022-10-04,"['5.3', 'tie', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.1', 'tie', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,5,CD1,5.3,5.1,18,0,1,19,18,1.0,0.9473684210526315,False,0.05263157894736842
52,"('5.1', '5.4')",2022-10-03,"['5.4', 'tie', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.1', 'tie', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,5,CD1,5.4,5.1,18,0,1,19,18,1.0,0.9473684210526315,False,0.05263157894736842
53,"('5.1', '5.4')",2022-10-04,"['5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","[False, False, False, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False]",3,5,CD1,5.4,5.1,13,6,0,19,7,0.6842105263157895,0.6842105263157895,False,0.0
54,"('5.2', '5.3')",2022-10-03,"['5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', '5.2', '5.2', '5.3']","['5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', 'tie', '5.3', '5.3', '5.3', '5.2']","['5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.3']","['5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2']","[True, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, True]",4,5,CD1,5.2,5.3,15,3,1,19,12,0.8333333333333334,0.7894736842105263,False,0.05263157894736842
55,"('5.2', '5.3')",2022-10-04,"['5.2', '5.2', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.3', 'tie', 'tie', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.3', '5.3', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', 'tie', 'tie', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.2', '5.2', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.3', '5.3', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, True, False, True, False, False, False, False, False, False, True, True, False, False, False, False]",4,5,CD1,5.2,5.3,14,3,2,19,11,0.8235294117647058,0.7368421052631579,False,0.10526315789473684
56,"('5.2', '5.4')",2022-10-03,"['5.2', '5.4', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.4', '5.4', '5.2', '5.2', '5.4', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.4', '5.2', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.2', '5.2', '5.4', '5.4', '5.2', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.2', '5.4', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.4', '5.4', '5.2', '5.2', '5.4', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.4', '5.2', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.2', '5.2', '5.4', '5.4', '5.2', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","[True, True, False, False, False, False, False, True, False, True, False, True, True, False, False, False, False, False]",6,5,CD1,5.2,5.4,15,4,0,19,11,0.7894736842105263,0.7894736842105263,False,0.0
57,"('5.2', '5.4')",2022-10-04,"['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,5,CD1,5.2,5.4,19,0,0,19,19,1.0,1.0,False,0.0
58,"('5.3', '5.4')",2022-10-03,"['5.4', '5.4', '5.3', '5.3', '5.3', 'tie', '5.3', 'tie', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.3', '5.4', '5.4', '5.4', 'tie', '5.4', 'tie', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1,5,CD1,5.3,5.4,15,2,2,19,13,0.8823529411764706,0.7894736842105263,False,0.10526315789473684
59,"('5.3', '5.4')",2022-10-04,"['tie', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['tie', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]",1,5,CD1,5.3,5.4,12,6,1,19,6,0.6666666666666666,0.631578947368421,False,0.05263157894736842
60,"('6.1', '6.2')",2022-10-03,"['6.2', '6.2', '6.1', '6.2', '6.1', '6.2', '6.1', '6.2', '6.2', '6.2', '6.1', 'tie', 'tie', '6.1', '6.1', 'tie', '6.2', '6.1', '6.2']","['6.1', '6.1', '6.2', '6.1', '6.2', '6.1', '6.2', '6.1', '6.1', '6.1', '6.2', 'tie', 'tie', '6.2', '6.2', 'tie', '6.1', '6.2', '6.1']","['6.2', '6.2', '6.1', '6.2', '6.1', '6.2', '6.1', '6.2', '6.2', '6.2', '6.1', '6.1', '6.1', '6.2', '6.1', '6.2']","['6.1', '6.1', '6.2', '6.1', '6.2', '6.1', '6.2', '6.1', '6.1', '6.1', '6.2', '6.2', '6.2', '6.1', '6.2', '6.1']","[False, True, True, True, True, True, True, False, False, True, False, False, True, True, True]",10,6,CD1,6.2,6.1,9,7,3,19,2,0.5625,0.47368421052631576,True,0.15789473684210525
61,"('6.1', '6.2')",2022-10-04,"['6.2', '6.1', '6.2', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.2', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.2']","['6.1', '6.2', '6.1', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.1', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.1']","['6.2', '6.1', '6.2', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.2', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.2']","['6.1', '6.2', '6.1', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.1', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.1']","[True, True, True, False, False, False, False, False, False, False, True, True, False, False, False, False, False, True]",6,6,CD1,6.1,6.2,15,4,0,19,11,0.7894736842105263,0.7894736842105263,False,0.0
62,"('6.1', '6.3')",2022-10-03,"['6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.1']","['6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.1']","[True, True, False, False, False, True, True, True, False, False, False, False, True, True, False, False, False, False]",7,6,CD1,6.3,6.1,12,7,0,19,5,0.631578947368421,0.631578947368421,False,0.0
63,"('6.1', '6.3')",2022-10-04,"['6.3', '6.3', '6.3', '6.3', '6.1', '6.1', '6.1', 'tie', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', 'tie', '6.3', '6.3', '6.3', '6.3']","['6.1', '6.1', '6.1', '6.1', '6.3', '6.3', '6.3', 'tie', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', 'tie', '6.1', '6.1', '6.1', '6.1']","['6.3', '6.3', '6.3', '6.3', '6.1', '6.1', '6.1', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.1', '6.1', '6.1', '6.1', '6.3', '6.3', '6.3', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1']","[False, False, False, True, False, False, True, False, False, True, True, False, False, False, False, False]",4,6,CD1,6.3,6.1,13,4,2,19,9,0.7647058823529411,0.6842105263157895,False,0.10526315789473684
64,"('6.1', '6.4')",2022-10-03,"['6.4', '6.1', '6.1', '6.1', '6.1', '6.4', '6.1', '6.1', '6.4', 'tie', '6.4', '6.4', '6.4', '6.4', '6.1', '6.1', '6.1', '6.4', '6.4']","['6.1', '6.4', '6.4', '6.4', '6.4', '6.1', '6.4', '6.4', '6.1', 'tie', '6.1', '6.1', '6.1', '6.1', '6.4', '6.4', '6.4', '6.1', '6.1']","['6.4', '6.1', '6.1', '6.1', '6.1', '6.4', '6.1', '6.1', '6.4', '6.4', '6.4', '6.4', '6.4', '6.1', '6.1', '6.1', '6.4', '6.4']","['6.1', '6.4', '6.4', '6.4', '6.4', '6.1', '6.4', '6.4', '6.1', '6.1', '6.1', '6.1', '6.1', '6.4', '6.4', '6.4', '6.1', '6.1']","[True, False, False, False, True, True, False, True, False, False, False, False, True, False, False, True, False]",6,6,CD1,6.4,6.1,9,9,1,19,0,0.5,0.47368421052631576,True,0.05263157894736842
65,"('6.1', '6.4')",2022-10-04,"['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.1', 'tie', '6.1', '6.1', '6.1']","['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.4', 'tie', '6.4', '6.4', '6.4']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.1', '6.1', '6.1', '6.1']","['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.4', '6.4', '6.4', '6.4']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]",1,6,CD1,6.4,6.1,14,4,1,19,10,0.7777777777777778,0.7368421052631579,False,0.05263157894736842
66,"('6.2', '6.3')",2022-10-03,"['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]",2,6,CD1,6.3,6.2,18,1,0,19,17,0.9473684210526315,0.9473684210526315,False,0.0
67,"('6.2', '6.3')",2022-10-04,"['6.3', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.2', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","['6.3', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.2', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2,6,CD1,6.3,6.2,18,1,0,19,17,0.9473684210526315,0.9473684210526315,False,0.0
68,"('6.2', '6.4')",2022-10-03,"['6.4', '6.4', '6.2', '6.2', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.4', '6.4', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","['6.4', '6.4', '6.2', '6.2', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.4', '6.4', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2,6,CD1,6.4,6.2,17,2,0,19,15,0.8947368421052632,0.8947368421052632,False,0.0
69,"('6.2', '6.4')",2022-10-04,"['6.4', '6.4', '6.2', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.4', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","['6.4', '6.4', '6.2', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.4', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2,6,CD1,6.4,6.2,18,1,0,19,17,0.9473684210526315,0.9473684210526315,False,0.0
70,"('6.3', '6.4')",2022-10-03,"['6.3', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3']","['6.4', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4']","['6.3', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3']","['6.4', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4']","[True, False, False, True, True, True, True, True, False, False, False, False, True, True, True, True, False, False]",10,6,CD1,6.3,6.4,12,7,0,19,5,0.631578947368421,0.631578947368421,False,0.0
71,"('6.3', '6.4')",2022-10-04,"['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","[False, False, False, False, False, True, True, False, False, False, True, True, False, False, False, False, False, False]",4,6,CD1,6.3,6.4,17,2,0,19,15,0.8947368421052632,0.8947368421052632,False,0.0
